index,airline,date_of_journey,Source,destination,route,dep_time,Arrival_time,Duration,Total_stops,Additional_info,Price
14238,AirAsia India,2020-12-10,Bangalore,Bhubaneswar,BAN-BHU,06:12,22:48,14h 30min,non-stop,Red-eye flight,3577
14239,TruJet,2020-09-06,Varanasi,Ahmedabad,VAR-JAI-KOL-AHM,18:08,15:13,8h 0min,2 stops,Business class available,8312
14240,Alliance Air,2022-03-03,Jaipur,Bangalore,JAI-PUN-KOL-SUR-BAN,20:45,07:56,8h 30min,3 stops,Business class available,8176
14241,Vistara,2019-08-12,Ahmedabad,Raipur,AHM-JAI-RAI,15:09,13:00,13h 0min,1 stop,WiFi available,7156
14242,Alliance Air,2023-07-18,Indore,Delhi,IND-BHU-DEL,22:52,17:53,11h 15min,1 stop,In-flight meal not included,5184
14243,IndiGo,2024-07-07,Patna,Bhubaneswar,PAT-DEL-IND-BHU,10:15,09:49,3h 45min,2 stops,Red-eye flight,6764
14244,Akasa Air,2019-07-23,Delhi,Mumbai,DEL-LUC-GUW-MUM,06:28,06:51,12h 15min,2 stops,No info,9227
14245,Vistara,2022-08-17,Pune,Patna,PUN-GUW-NAG-PAT,13:18,15:28,7h 45min,2 stops,Red-eye flight,10216
14246,Akasa Air,2020-03-27,Jaipur,Delhi,JAI-DEL,06:04,21:13,1h 30min,non-stop,In-flight meal not included,7214
14247,TruJet,2022-12-12,Hyderabad,Varanasi,HYD-VAR,09:07,18:49,1h 45min,non-stop,Extra baggage allowed,8256
14248,GoAir,2024-07-20,Patna,Goa,PAT-VAR-GOA,22:28,18:15,8h 0min,1 stop,Red-eye flight,9478
14249,Alliance Air,2022-07-19,Guwahati,Bangalore,GUW-PAT-JAI-BAN,14:20,17:28,6h 15min,2 stops,In-flight meal not included,7516
14250,IndiGo,2020-08-26,Mumbai,Kolkata,MUM-NAG-SUR-KOL,10:24,01:01,6h 45min,2 stops,Limited seats,15707
14251,IndiGo,2024-07-24,Surat,Bhubaneswar,SUR-KOL-BHU,10:28,20:43,12h 15min,1 stop,Red-eye flight,9391
14252,Star Air,2023-02-06,Lucknow,Nagpur,LUC-BAN-NAG,11:10,14:27,11h 30min,1 stop,1 Long layover,13055
14253,TruJet,2019-10-07,Bangalore,Raipur,BAN-BHU-DEL-RAI,13:20,14:12,3h 30min,2 stops,Extra baggage allowed,6333
14254,Alliance Air,2020-03-04,Delhi,Bhubaneswar,DEL-PAT-JAI-IND-BHU,06:55,21:01,9h 30min,3 stops,New aircraft,15280
14255,AirAsia India,2019-09-09,Goa,Mumbai,GOA-IND-CHE-AHM-MUM,04:26,12:10,3h 0min,3 stops,1 Long layover,8231
14256,Akasa Air,2025-02-14,Delhi,Pune,DEL-BAN-MUM-KOL-PUN,05:29,08:52,3h 0min,3 stops,Limited seats,14126
14257,AirAsia India,2020-05-19,Bhubaneswar,Raipur,BHU-LUC-GOA-PUN-RAI,13:55,23:15,12h 15min,3 stops,Extra baggage allowed,9800
14258,Air India,2020-09-15,Chennai,Mumbai,CHE-PUN-SUR-GUW-MUM,19:38,10:04,10h 30min,3 stops,1 Long layover,11590
14259,AirAsia India,2021-09-28,Hyderabad,Pune,HYD-JAI-RAI-VAR-PUN,03:11,18:02,10h 30min,3 stops,Business class available,9991
14260,Alliance Air,2021-10-28,Chennai,Cochin,CHE-PAT-COC,09:21,19:10,9h 45min,1 stop,Red-eye flight,10596
14261,Vistara,2025-06-05,Nagpur,Kolkata,NAG-KOL,23:21,21:03,13h 15min,non-stop,In-flight meal not included,4441
14262,TruJet,2019-01-11,Patna,Guwahati,PAT-CHE-HYD-GUW,14:41,01:39,12h 15min,2 stops,Limited seats,6201
14263,IndiGo,2023-07-22,Delhi,Mumbai,DEL-GOA-MUM,18:11,02:02,4h 45min,1 stop,New aircraft,8420
14264,Air India,2021-05-25,Lucknow,Bhubaneswar,LUC-VAR-COC-BHU,13:08,20:10,7h 15min,2 stops,WiFi available,13067
14265,IndiGo,2022-01-26,Guwahati,Delhi,GUW-COC-DEL,17:32,14:10,15h 45min,1 stop,1 Long layover,6323
14266,SpiceJet,2021-04-23,Indore,Delhi,IND-DEL,10:15,15:48,1h 0min,non-stop,No info,11311
14267,Star Air,2022-03-24,Hyderabad,Delhi,HYD-KOL-DEL,20:51,05:38,8h 30min,1 stop,Extra baggage allowed,10427
14268,IndiGo,2020-04-03,Guwahati,Mumbai,GUW-BHU-PAT-MUM,07:09,00:31,4h 15min,2 stops,New aircraft,11540
14269,AirAsia India,2019-01-19,Mumbai,Indore,MUM-GOA-SUR-VAR-IND,08:09,09:12,2h 45min,3 stops,Limited seats,17065
14270,Vistara,2024-06-02,Jaipur,Raipur,JAI-SUR-GOA-IND-RAI,17:11,18:54,5h 45min,3 stops,Limited seats,13698
14271,TruJet,2025-07-08,Goa,Guwahati,GOA-GUW,15:22,17:42,4h 30min,non-stop,WiFi available,8491
14272,IndiGo,2025-01-16,Chennai,Goa,CHE-KOL-SUR-HYD-GOA,19:59,20:14,8h 15min,3 stops,1 Long layover,9898
14273,TruJet,2024-04-22,Surat,Bangalore,SUR-BAN,22:31,10:07,1h 0min,non-stop,No info,4142
14274,Alliance Air,2019-08-23,Cochin,Patna,COC-HYD-JAI-BAN-PAT,19:42,11:48,15h 0min,3 stops,New aircraft,12045
14275,AirAsia India,2025-11-24,Patna,Surat,PAT-SUR,12:29,09:50,14h 0min,non-stop,In-flight meal not included,9787
14276,Alliance Air,2020-05-19,Bangalore,Ahmedabad,BAN-LUC-PAT-AHM,11:51,12:23,3h 15min,2 stops,Limited seats,13990
14277,Air India,2021-07-10,Raipur,Bhubaneswar,RAI-NAG-HYD-LUC-BHU,15:56,20:16,7h 45min,3 stops,In-flight meal not included,7259
14278,TruJet,2022-11-10,Raipur,Hyderabad,RAI-GOA-COC-HYD,02:25,20:49,7h 45min,2 stops,Business class available,9497
14279,Air India,2024-04-07,Chennai,Nagpur,CHE-JAI-COC-RAI-NAG,21:01,06:13,11h 45min,3 stops,1 Long layover,9709
14280,Alliance Air,2025-08-08,Kolkata,Raipur,KOL-RAI,08:41,06:23,3h 30min,non-stop,Limited seats,11911
14281,Vistara,2021-07-03,Guwahati,Hyderabad,GUW-PAT-BHU-BAN-HYD,00:40,01:52,9h 45min,3 stops,In-flight meal not included,8977
14282,Air India,2021-02-10,Surat,Chennai,SUR-NAG-RAI-CHE,10:29,03:05,5h 0min,2 stops,Business class available,14348
14283,GoAir,2021-11-17,Mumbai,Indore,MUM-IND,22:04,19:00,10h 0min,non-stop,In-flight meal not included,6461
14284,SpiceJet,2019-06-01,Kolkata,Goa,KOL-GOA,00:02,05:48,12h 15min,non-stop,WiFi available,4744
14285,Akasa Air,2022-03-25,Nagpur,Surat,NAG-IND-GOA-SUR,12:03,05:55,5h 30min,2 stops,WiFi available,6508
14286,Alliance Air,2024-03-23,Jaipur,Chennai,JAI-RAI-DEL-GUW-CHE,23:22,10:42,12h 30min,3 stops,Extra baggage allowed,9059
14287,Star Air,2020-06-24,Varanasi,Goa,VAR-AHM-IND-CHE-GOA,07:38,20:12,5h 30min,3 stops,New aircraft,13614
14288,Akasa Air,2025-01-09,Nagpur,Ahmedabad,NAG-GOA-PUN-BAN-AHM,01:12,05:39,13h 0min,3 stops,In-flight meal not included,10697
14289,AirAsia India,2020-01-03,Chennai,Ahmedabad,CHE-LUC-GOA-HYD-AHM,05:32,09:17,3h 45min,3 stops,Red-eye flight,6877
14290,Star Air,2019-05-26,Surat,Pune,SUR-RAI-NAG-PUN,23:26,00:32,7h 15min,2 stops,Limited seats,6913
14291,GoAir,2019-06-16,Lucknow,Raipur,LUC-CHE-NAG-RAI,08:04,11:03,3h 45min,2 stops,Business class available,5999
14292,TruJet,2021-12-27,Guwahati,Bangalore,GUW-BAN,12:59,21:23,10h 30min,non-stop,New aircraft,6930
14293,IndiGo,2023-02-19,Chennai,Nagpur,CHE-PAT-BHU-NAG,15:07,22:10,5h 0min,2 stops,1 Long layover,15171
14294,IndiGo,2023-09-12,Mumbai,Goa,MUM-GOA,05:19,01:07,10h 0min,non-stop,Red-eye flight,9616
14295,Air India,2025-11-11,Raipur,Mumbai,RAI-MUM,15:12,16:28,10h 45min,non-stop,Limited seats,3742
14296,Air India,2019-04-08,Ahmedabad,Pune,AHM-PUN,11:25,14:05,6h 30min,non-stop,In-flight meal not included,7337
14297,AirAsia India,2019-02-10,Kolkata,Jaipur,KOL-JAI,09:35,02:14,13h 0min,non-stop,WiFi available,10380
14298,Akasa Air,2021-08-26,Bhubaneswar,Raipur,BHU-PUN-RAI,13:00,17:51,1h 30min,1 stop,Limited seats,6831
14299,GoAir,2024-07-21,Kolkata,Lucknow,KOL-SUR-GOA-IND-LUC,23:48,22:05,7h 30min,3 stops,Extra baggage allowed,6448
14300,IndiGo,2025-02-20,Hyderabad,Indore,HYD-IND,22:05,20:19,11h 30min,non-stop,Extra baggage allowed,3946
14301,Akasa Air,2024-08-22,Bangalore,Chennai,BAN-HYD-KOL-CHE,15:43,09:18,9h 45min,2 stops,WiFi available,5674
14302,Akasa Air,2019-02-03,Varanasi,Bhubaneswar,VAR-PAT-BHU,15:33,21:05,2h 0min,1 stop,No info,9349
14303,Alliance Air,2024-10-08,Indore,Mumbai,IND-GOA-VAR-LUC-MUM,11:32,23:56,7h 45min,3 stops,Red-eye flight,12350
14304,SpiceJet,2021-02-03,Chennai,Ahmedabad,CHE-GOA-BHU-AHM,04:14,18:42,7h 15min,2 stops,Limited seats,14133
14305,GoAir,2022-05-15,Bhubaneswar,Delhi,BHU-RAI-CHE-SUR-DEL,15:02,12:01,9h 0min,3 stops,Red-eye flight,7288
14306,Air India,2024-08-23,Varanasi,Cochin,VAR-PUN-CHE-GOA-COC,13:26,02:20,9h 45min,3 stops,Business class available,8072
14307,SpiceJet,2020-12-07,Goa,Lucknow,GOA-CHE-IND-LUC,02:22,17:13,15h 15min,2 stops,WiFi available,6752
14308,Air India,2024-08-01,Bhubaneswar,Surat,BHU-GUW-SUR,05:12,11:33,3h 0min,1 stop,WiFi available,8902
14309,Air India,2019-01-06,Chennai,Ahmedabad,CHE-AHM,18:26,13:21,1h 30min,non-stop,No info,6043
14310,AirAsia India,2019-08-28,Bangalore,Lucknow,BAN-MUM-AHM-LUC,08:35,06:07,14h 45min,2 stops,Business class available,5718
14311,GoAir,2023-09-16,Mumbai,Pune,MUM-LUC-RAI-NAG-PUN,13:32,19:42,9h 15min,3 stops,Limited seats,9742
14312,Vistara,2022-02-10,Goa,Cochin,GOA-CHE-VAR-COC,22:21,22:39,5h 15min,2 stops,New aircraft,11392
14313,Air India,2024-10-02,Chennai,Bangalore,CHE-BAN,08:36,23:27,7h 0min,non-stop,New aircraft,6958
14314,SpiceJet,2022-06-27,Bhubaneswar,Guwahati,BHU-GUW,22:48,05:31,15h 15min,non-stop,Business class available,8775
14315,Vistara,2022-05-01,Raipur,Varanasi,RAI-BAN-VAR,15:20,07:41,6h 15min,1 stop,Red-eye flight,11168
14316,TruJet,2019-08-15,Cochin,Hyderabad,COC-DEL-HYD,02:33,01:48,9h 45min,1 stop,In-flight meal not included,7500
14317,AirAsia India,2021-02-16,Kolkata,Goa,KOL-LUC-SUR-GOA,02:09,14:44,6h 15min,2 stops,New aircraft,10508
14318,TruJet,2019-06-19,Varanasi,Kolkata,VAR-IND-PAT-KOL,15:23,06:28,10h 0min,2 stops,New aircraft,10714
14319,Alliance Air,2023-08-16,Bhubaneswar,Cochin,BHU-COC,22:36,03:58,2h 30min,non-stop,No info,4905
14320,AirAsia India,2020-03-14,Indore,Surat,IND-NAG-AHM-BHU-SUR,23:51,08:02,6h 30min,3 stops,WiFi available,14638
14321,IndiGo,2019-03-11,Bangalore,Lucknow,BAN-VAR-PUN-LUC,03:16,02:50,9h 45min,2 stops,No info,8170
14322,Star Air,2021-05-15,Bhubaneswar,Surat,BHU-CHE-SUR,20:32,12:08,9h 30min,1 stop,In-flight meal not included,4316
14323,TruJet,2020-03-09,Raipur,Goa,RAI-NAG-COC-GUW-GOA,20:57,22:35,10h 45min,3 stops,Extra baggage allowed,9581
14324,Vistara,2019-02-06,Jaipur,Hyderabad,JAI-SUR-HYD,19:47,04:01,7h 30min,1 stop,WiFi available,9696
14325,Vistara,2023-07-21,Varanasi,Hyderabad,VAR-JAI-PAT-HYD,22:59,13:26,15h 15min,2 stops,New aircraft,10827
14326,SpiceJet,2020-08-09,Ahmedabad,Kolkata,AHM-GUW-RAI-PUN-KOL,15:38,05:53,11h 45min,3 stops,In-flight meal not included,13796
14327,AirAsia India,2020-01-17,Chennai,Bhubaneswar,CHE-BHU,14:30,08:41,14h 45min,non-stop,WiFi available,9310
14328,Vistara,2024-09-15,Chennai,Raipur,CHE-SUR-PAT-RAI,11:26,23:22,13h 15min,2 stops,No info,11147
14329,IndiGo,2024-10-11,Jaipur,Patna,JAI-AHM-BAN-BHU-PAT,21:19,16:34,15h 30min,3 stops,1 Long layover,15061
14330,Air India,2019-10-14,Cochin,Varanasi,COC-VAR,23:51,11:57,11h 0min,non-stop,New aircraft,7339
14331,Star Air,2023-01-13,Surat,Lucknow,SUR-PAT-BAN-KOL-LUC,05:55,15:01,1h 0min,3 stops,Limited seats,8733
14332,Star Air,2024-04-11,Cochin,Nagpur,COC-PAT-NAG,13:45,03:22,5h 30min,1 stop,1 Long layover,12539
14333,AirAsia India,2023-06-13,Delhi,Hyderabad,DEL-GUW-IND-BAN-HYD,03:00,04:59,7h 45min,3 stops,Limited seats,14330
14334,TruJet,2025-09-20,Guwahati,Raipur,GUW-COC-RAI,12:17,20:58,14h 15min,1 stop,Limited seats,11466
14335,Vistara,2019-02-04,Mumbai,Lucknow,MUM-VAR-IND-CHE-LUC,10:13,12:53,5h 30min,3 stops,No info,8810
14336,Vistara,2022-12-24,Patna,Raipur,PAT-PUN-VAR-DEL-RAI,23:46,08:47,13h 30min,3 stops,New aircraft,9988
14337,Star Air,2023-03-19,Bangalore,Kolkata,BAN-IND-NAG-KOL,13:57,16:09,3h 15min,2 stops,Extra baggage allowed,13909
14338,Akasa Air,2020-04-13,Guwahati,Pune,GUW-PUN,16:46,00:43,6h 15min,non-stop,New aircraft,10479
14339,Air India,2025-08-06,Varanasi,Raipur,VAR-NAG-CHE-PAT-RAI,21:47,08:16,6h 45min,3 stops,Limited seats,7908
14340,GoAir,2019-10-07,Nagpur,Lucknow,NAG-LUC,14:53,06:00,1h 15min,non-stop,New aircraft,3936
14341,Alliance Air,2023-09-10,Hyderabad,Varanasi,HYD-KOL-VAR,12:56,23:38,12h 45min,1 stop,In-flight meal not included,13688
14342,Akasa Air,2023-12-19,Lucknow,Hyderabad,LUC-BAN-VAR-HYD,13:34,20:51,2h 30min,2 stops,Red-eye flight,13446
14343,TruJet,2019-03-03,Nagpur,Patna,NAG-PAT,05:28,10:07,7h 15min,non-stop,Limited seats,8160
14344,IndiGo,2019-10-10,Hyderabad,Bhubaneswar,HYD-BAN-SUR-BHU,13:13,01:24,12h 30min,2 stops,New aircraft,7933
14345,SpiceJet,2024-05-25,Jaipur,Ahmedabad,JAI-AHM,05:26,10:41,11h 0min,non-stop,In-flight meal not included,11067
14346,SpiceJet,2024-07-05,Lucknow,Goa,LUC-PAT-NAG-GOA,13:31,11:54,1h 15min,2 stops,New aircraft,13978
14347,Vistara,2022-06-03,Surat,Pune,SUR-CHE-LUC-KOL-PUN,11:06,14:06,1h 0min,3 stops,WiFi available,16100
14348,Air India,2025-12-12,Lucknow,Chennai,LUC-KOL-BHU-IND-CHE,00:42,07:53,4h 15min,3 stops,1 Long layover,15081
14349,AirAsia India,2020-08-18,Bhubaneswar,Indore,BHU-IND,01:39,01:41,13h 15min,non-stop,New aircraft,11852
14350,Alliance Air,2024-07-09,Delhi,Lucknow,DEL-GOA-SUR-LUC,13:03,18:33,11h 45min,2 stops,Red-eye flight,8121
14351,Star Air,2022-01-02,Indore,Varanasi,IND-COC-JAI-GOA-VAR,06:26,07:25,11h 0min,3 stops,Red-eye flight,12927
14352,Star Air,2020-10-09,Pune,Jaipur,PUN-PAT-RAI-JAI,16:35,11:58,6h 15min,2 stops,WiFi available,6744
14353,SpiceJet,2023-12-19,Pune,Guwahati,PUN-VAR-COC-GUW,21:44,03:36,6h 0min,2 stops,1 Long layover,14631
14354,IndiGo,2025-05-13,Nagpur,Guwahati,NAG-CHE-GUW,10:13,07:45,14h 45min,1 stop,Red-eye flight,9515
14355,Vistara,2023-08-02,Chennai,Hyderabad,CHE-DEL-GOA-AHM-HYD,12:32,21:25,6h 15min,3 stops,Limited seats,11658
14356,SpiceJet,2021-03-08,Kolkata,Bangalore,KOL-MUM-DEL-HYD-BAN,14:17,16:42,10h 15min,3 stops,Business class available,9374
14357,Akasa Air,2019-01-13,Bhubaneswar,Ahmedabad,BHU-GOA-AHM,13:00,08:07,9h 15min,1 stop,No info,11143
14358,Star Air,2024-11-16,Goa,Hyderabad,GOA-HYD,18:19,18:15,13h 15min,non-stop,1 Long layover,9416
14359,GoAir,2024-01-07,Hyderabad,Jaipur,HYD-JAI,12:06,18:44,13h 0min,non-stop,No info,5585
14360,Vistara,2020-12-18,Raipur,Varanasi,RAI-VAR,05:49,16:10,1h 0min,non-stop,No info,9739
14361,GoAir,2025-05-16,Indore,Pune,IND-PUN,02:19,02:44,7h 45min,non-stop,1 Long layover,3133
14362,Air India,2021-03-04,Ahmedabad,Nagpur,AHM-VAR-LUC-NAG,21:25,11:30,6h 15min,2 stops,In-flight meal not included,11824
14363,Air India,2022-10-09,Delhi,Goa,DEL-GOA,21:23,03:36,11h 45min,non-stop,Business class available,10599
14364,GoAir,2022-12-26,Bangalore,Surat,BAN-VAR-LUC-GOA-SUR,03:55,16:01,1h 15min,3 stops,WiFi available,6852
14365,Air India,2023-08-05,Guwahati,Patna,GUW-GOA-PAT,22:02,01:26,3h 30min,1 stop,Red-eye flight,11378
14366,TruJet,2024-11-26,Pune,Guwahati,PUN-AHM-PAT-GUW,07:01,09:42,14h 30min,2 stops,No info,9912
14367,Alliance Air,2020-04-19,Delhi,Indore,DEL-KOL-CHE-IND,04:59,22:54,1h 30min,2 stops,In-flight meal not included,8373
14368,AirAsia India,2022-02-14,Jaipur,Indore,JAI-DEL-NAG-IND,19:35,19:41,3h 45min,2 stops,New aircraft,6349
14369,Air India,2024-08-02,Varanasi,Nagpur,VAR-GUW-GOA-HYD-NAG,22:26,23:41,8h 45min,3 stops,WiFi available,7561
14370,IndiGo,2025-02-23,Bangalore,Nagpur,BAN-CHE-GOA-NAG,20:25,16:32,1h 45min,2 stops,WiFi available,13356
14371,SpiceJet,2022-11-16,Bhubaneswar,Varanasi,BHU-KOL-NAG-VAR,22:45,14:40,1h 0min,2 stops,Business class available,12428
14372,TruJet,2020-03-12,Mumbai,Ahmedabad,MUM-AHM,08:19,15:29,1h 15min,non-stop,Business class available,6550
14373,Air India,2020-06-12,Hyderabad,Varanasi,HYD-VAR,01:50,03:22,9h 30min,non-stop,No info,8228
14374,Akasa Air,2023-05-21,Pune,Lucknow,PUN-SUR-LUC,01:08,19:16,2h 0min,1 stop,No info,6395
14375,GoAir,2022-02-12,Lucknow,Surat,LUC-SUR,05:11,11:32,6h 0min,non-stop,No info,5506
14376,TruJet,2020-04-04,Hyderabad,Goa,HYD-GOA,11:05,16:36,11h 0min,non-stop,Business class available,5957
14377,SpiceJet,2025-07-10,Mumbai,Kolkata,MUM-VAR-CHE-KOL,23:50,15:50,2h 45min,2 stops,No info,9116
14378,Akasa Air,2023-06-23,Chennai,Lucknow,CHE-MUM-SUR-BAN-LUC,22:33,08:55,7h 45min,3 stops,WiFi available,15043
14379,Alliance Air,2023-08-17,Jaipur,Pune,JAI-PUN,19:18,17:43,3h 15min,non-stop,In-flight meal not included,11981
14380,SpiceJet,2025-07-08,Ahmedabad,Indore,AHM-LUC-IND,03:48,19:56,5h 45min,1 stop,In-flight meal not included,10824
14381,IndiGo,2019-10-23,Cochin,Varanasi,COC-IND-RAI-VAR,11:12,15:56,1h 30min,2 stops,Limited seats,13795
14382,Alliance Air,2025-12-01,Indore,Goa,IND-CHE-GOA,10:12,23:33,6h 45min,1 stop,Business class available,9582
14383,AirAsia India,2020-08-22,Guwahati,Chennai,GUW-KOL-GOA-CHE,15:49,01:47,2h 0min,2 stops,New aircraft,14813
14384,Air India,2019-11-22,Kolkata,Pune,KOL-NAG-AHM-SUR-PUN,16:45,09:09,3h 0min,3 stops,Business class available,12021
14385,Akasa Air,2022-06-06,Surat,Bangalore,SUR-BAN,13:04,15:24,3h 30min,non-stop,Business class available,9392
14386,Vistara,2025-10-25,Patna,Cochin,PAT-LUC-DEL-GUW-COC,12:46,14:03,1h 45min,3 stops,Limited seats,5884
14387,Air India,2022-05-23,Patna,Surat,PAT-SUR,22:41,03:29,9h 30min,non-stop,WiFi available,3800
14388,IndiGo,2020-12-10,Goa,Lucknow,GOA-PUN-VAR-LUC,04:13,15:20,4h 45min,2 stops,In-flight meal not included,13959
14389,Alliance Air,2019-09-26,Indore,Raipur,IND-RAI,20:45,09:35,10h 45min,non-stop,New aircraft,11494
14390,SpiceJet,2020-09-26,Hyderabad,Nagpur,HYD-NAG,09:58,20:36,10h 45min,non-stop,New aircraft,4214
14391,TruJet,2019-11-25,Goa,Patna,GOA-PAT,02:07,02:47,12h 30min,non-stop,Red-eye flight,8350
14392,AirAsia India,2020-10-09,Lucknow,Kolkata,LUC-AHM-HYD-KOL,16:53,09:10,14h 15min,2 stops,Business class available,5553
14393,IndiGo,2020-06-24,Guwahati,Varanasi,GUW-BAN-SUR-VAR,14:48,08:55,9h 15min,2 stops,Red-eye flight,14859
14394,Akasa Air,2023-08-19,Indore,Goa,IND-PUN-RAI-GOA,12:32,14:46,2h 45min,2 stops,Limited seats,14488
14395,GoAir,2022-05-19,Pune,Mumbai,PUN-BHU-BAN-MUM,13:29,17:06,9h 15min,2 stops,Red-eye flight,9294
14396,Star Air,2021-04-23,Bhubaneswar,Patna,BHU-NAG-CHE-HYD-PAT,15:59,11:19,5h 30min,3 stops,Business class available,13398
14397,GoAir,2019-12-12,Delhi,Kolkata,DEL-GOA-VAR-KOL,17:53,23:22,12h 30min,2 stops,No info,14146
14398,TruJet,2020-05-22,Surat,Delhi,SUR-BHU-AHM-MUM-DEL,05:46,22:41,13h 30min,3 stops,No info,13264
14399,IndiGo,2021-09-23,Bangalore,Varanasi,BAN-VAR,19:55,11:40,8h 0min,non-stop,Business class available,10298
14400,Air India,2025-05-22,Goa,Bhubaneswar,GOA-MUM-VAR-BHU,18:03,05:33,12h 45min,2 stops,No info,6927
14401,GoAir,2025-06-19,Bhubaneswar,Goa,BHU-SUR-GOA,15:37,04:00,1h 30min,1 stop,Extra baggage allowed,12237
14402,Vistara,2024-09-27,Bangalore,Nagpur,BAN-PUN-HYD-GUW-NAG,17:18,04:47,3h 15min,3 stops,Red-eye flight,13362
14403,Akasa Air,2020-12-13,Cochin,Kolkata,COC-SUR-PAT-AHM-KOL,18:23,17:36,7h 0min,3 stops,WiFi available,14071
14404,TruJet,2020-05-17,Lucknow,Bhubaneswar,LUC-HYD-GUW-BHU,05:11,06:57,14h 15min,2 stops,In-flight meal not included,8356
14405,IndiGo,2021-11-07,Indore,Bhubaneswar,IND-SUR-LUC-BHU,12:29,04:26,14h 0min,2 stops,In-flight meal not included,11710
14406,IndiGo,2023-10-08,Mumbai,Surat,MUM-DEL-GUW-BHU-SUR,12:22,21:31,11h 30min,3 stops,1 Long layover,13477
14407,GoAir,2021-05-05,Guwahati,Raipur,GUW-RAI,23:01,06:35,6h 30min,non-stop,Limited seats,9502
14408,Alliance Air,2024-02-23,Mumbai,Hyderabad,MUM-PAT-HYD,23:14,22:31,4h 0min,1 stop,In-flight meal not included,10801
14409,Alliance Air,2025-08-16,Ahmedabad,Pune,AHM-SUR-MUM-JAI-PUN,07:16,07:50,11h 15min,3 stops,1 Long layover,9934
14410,SpiceJet,2021-04-20,Cochin,Nagpur,COC-NAG,10:11,07:29,5h 0min,non-stop,No info,4086
14411,TruJet,2025-09-28,Goa,Guwahati,GOA-GUW,00:57,11:07,8h 45min,non-stop,No info,4171
14412,Alliance Air,2022-03-11,Ahmedabad,Bhubaneswar,AHM-COC-BHU,04:00,17:06,5h 45min,1 stop,1 Long layover,11917
14413,SpiceJet,2019-08-08,Indore,Mumbai,IND-SUR-PUN-MUM,22:33,14:58,10h 45min,2 stops,1 Long layover,14809
14414,Star Air,2020-12-11,Indore,Pune,IND-SUR-HYD-PUN,22:59,14:55,7h 30min,2 stops,WiFi available,14530
14415,Alliance Air,2019-04-08,Kolkata,Surat,KOL-SUR,21:32,11:46,10h 15min,non-stop,Limited seats,10758
14416,Star Air,2023-07-02,Pune,Kolkata,PUN-KOL,14:34,09:31,8h 30min,non-stop,Extra baggage allowed,7445
14417,Akasa Air,2023-04-04,Chennai,Lucknow,CHE-BAN-IND-DEL-LUC,05:24,02:48,1h 15min,3 stops,WiFi available,15771
14418,SpiceJet,2025-09-25,Kolkata,Hyderabad,KOL-HYD,22:14,18:09,2h 30min,non-stop,Red-eye flight,4461
14419,Air India,2020-02-11,Jaipur,Mumbai,JAI-PUN-MUM,04:55,19:52,3h 30min,1 stop,WiFi available,9514
14420,Star Air,2021-03-07,Chennai,Nagpur,CHE-MUM-COC-NAG,02:10,12:31,10h 0min,2 stops,No info,10760
14421,Vistara,2022-10-05,Bangalore,Nagpur,BAN-MUM-GUW-NAG,06:13,19:21,8h 15min,2 stops,Business class available,9389
14422,AirAsia India,2025-12-20,Bhubaneswar,Kolkata,BHU-SUR-CHE-KOL,11:48,00:31,6h 15min,2 stops,1 Long layover,12135
14423,SpiceJet,2022-06-09,Nagpur,Guwahati,NAG-IND-PAT-KOL-GUW,15:07,11:15,3h 15min,3 stops,No info,10829
14424,Vistara,2024-12-11,Mumbai,Lucknow,MUM-CHE-DEL-KOL-LUC,18:09,16:49,13h 45min,3 stops,WiFi available,12471
14425,IndiGo,2025-10-04,Pune,Chennai,PUN-MUM-SUR-RAI-CHE,00:59,02:01,1h 30min,3 stops,Red-eye flight,7940
14426,Alliance Air,2025-04-27,Surat,Cochin,SUR-COC,12:33,04:57,13h 45min,non-stop,Limited seats,8833
14427,TruJet,2019-10-17,Varanasi,Bhubaneswar,VAR-SUR-KOL-BHU,16:05,11:03,11h 15min,2 stops,Extra baggage allowed,7883
14428,SpiceJet,2023-08-03,Indore,Bhubaneswar,IND-BHU,11:14,13:10,6h 0min,non-stop,Business class available,6532
14429,Air India,2025-06-21,Kolkata,Pune,KOL-IND-SUR-PUN,03:52,03:51,11h 30min,2 stops,New aircraft,8537
14430,Star Air,2024-08-20,Guwahati,Jaipur,GUW-PAT-VAR-BHU-JAI,13:29,22:18,13h 30min,3 stops,Limited seats,16864
14431,Star Air,2025-02-16,Cochin,Pune,COC-PUN,13:52,07:57,6h 15min,non-stop,Limited seats,3839
14432,Air India,2020-02-18,Patna,Surat,PAT-BHU-VAR-KOL-SUR,10:45,00:06,6h 15min,3 stops,WiFi available,13497
14433,AirAsia India,2025-04-03,Jaipur,Chennai,JAI-CHE,07:09,22:23,6h 45min,non-stop,Red-eye flight,10615
14434,IndiGo,2024-03-02,Bhubaneswar,Raipur,BHU-PAT-SUR-KOL-RAI,11:00,01:32,12h 30min,3 stops,Extra baggage allowed,14800
14435,TruJet,2025-02-03,Ahmedabad,Hyderabad,AHM-COC-IND-SUR-HYD,06:17,17:43,1h 15min,3 stops,In-flight meal not included,9460
14436,Air India,2025-09-05,Jaipur,Cochin,JAI-GOA-RAI-COC,01:15,11:25,2h 15min,2 stops,In-flight meal not included,8436
14437,TruJet,2025-05-03,Cochin,Jaipur,COC-CHE-PAT-JAI,05:13,08:15,12h 45min,2 stops,No info,10957
